name,formula,scf_vbm,scf_cbm,scf_gap_raw_eV,scf_gap_clipped_eV,sk_bandgap_eV,dft_bandgap_eV,residual_eV
Surface-JVASP-107_miller_1_1_0_thickness_16_VASP_PBE,SiC,10.349,7.855,-2.494,0.0,2.1842,1.9326999999999996,0.2515000000000005
Surface-JVASP-1174_miller_0_0_1_thickness_16_VASP_PBE_noDP,GaAs,3.492,3.407,-0.085,0.0,0.0849,0.023600000000000003,0.0613
Surface-JVASP-1408_miller_1_1_0_thickness_16_VASP_PBE_noDP,AlSb,5.611,4.289,-1.322,0.0,1.9528,0.7662,1.1866
Surface-JVASP-105410_miller_0_0_1_thickness_16_VASP_PBE_noDP,SiGe,5.714,5.02,-0.694,0.0,0.0193,0.016800000000000037,0.002499999999999964
Surface-JVASP-1109_miller_1_0_0_thickness_16_VASP_PBE_noDP,SnS,6.392,5.375,-1.017,0.0,1.3471,1.1545999999999998,0.19250000000000012
Surface-JVASP-66546_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaNaSb,2.178,1.485,-0.693,0.0,2.3029,0.9111,1.3918000000000001
Surface-JVASP-67988_miller_1_1_0_thickness_16_VASP_PBE_noDP,Na2BeGe,3.834,3.631,-0.203,0.0,0.0022,0.007800000000000029,-0.0056000000000000286
Surface-JVASP-70484_miller_1_1_0_thickness_16_VASP_PBE_noDP,Be2NbCo,6.216,5.725,-0.491,0.0,0.0011,0.11359999999999992,-0.11249999999999992
Surface-JVASP-1774_miller_1_1_0_thickness_16_VASP_PBE_noDP,MgSe,3.133,0.351,-2.782,0.0,5.0925,2.6763,2.4162000000000003
Surface-JVASP-1201_miller_1_1_0_thickness_16_VASP_PBE_noDP,CuCl,4.196,3.467,-0.729,0.0,0.7614,0.6177999999999999,0.14360000000000006
Surface-JVASP-1167_miller_1_1_0_thickness_16_VASP_PBE_noDP,BeS,6.755,3.36,-3.395,0.0,4.513,1.5829,2.9301
Surface-JVASP-104499_miller_1_1_0_thickness_16_VASP_PBE_noDP,KNaSe,2.426,0.231,-2.195,0.0,3.5744,1.3721999999999999,2.2022
Surface-JVASP-104498_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaCaSb,4.238,3.378,-0.86,0.0,2.0422,0.8762999999999999,1.1659
Surface-JVASP-30_miller_1_0_0_thickness_16_VASP_PBE_noDP,GaN,6.834,4.891,-1.943,0.0,4.2487,1.4401000000000002,2.8086
Surface-JVASP-1408_miller_1_1_0_thickness_16_VASP_PBE,AlSb,5.611,4.289,-1.322,0.0,1.9527,0.7659,1.1868
Surface-JVASP-22735_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiCaAs,1.227,3.11,1.883,1.883,2.6384,1.4859,1.1524999999999999
Surface-JVASP-7762_miller_1_1_0_thickness_16_VASP_PBE_noDP,MgTe,4.118,1.623,-2.495,0.0,4.4296,2.4528,1.9768
Surface-JVASP-22652_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScSbPd,7.481,7.776,0.295,0.295,0.0748,0.06550000000000011,0.009299999999999892
Surface-JVASP-7706_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiGaSi,5.64,5.414,-0.226,0.0,0.341,0.05799999999999994,0.2830000000000001
Surface-JVASP-8562_miller_1_1_0_thickness_16_VASP_PBE_noDP,CuI,5.31,4.06,-1.25,0.0,2.1134,1.1282999999999999,0.9851000000000001
Surface-JVASP-78746_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaYSn,2.812,2.642,-0.17,0.0,0.003,0.0014000000000000679,0.0015999999999999322
Surface-JVASP-36018_miller_1_1_0_thickness_16_VASP_PBE_noDP,GeC,8.524,6.597,-1.927,0.0,1.6623,0.43179999999999985,1.2305000000000001
Surface-JVASP-78883_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgSb,4.228,3.17,-1.058,0.0,2.0339,0.9174,1.1165
Surface-JVASP-22540_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgP,2.544,4.283,1.739,1.739,3.0546,1.8703,1.1843000000000001
Surface-JVASP-22546_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgN,2.626,5.412,2.786,2.786,2.7397,1.4634,1.2763
Surface-JVASP-31161_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgP,4.283,2.544,-1.739,0.0,3.0534,1.8721,1.1812999999999998
Surface-JVASP-40776_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZrSiPd,8.963,8.19,-0.773,0.0,0.096,0.23220000000000018,-0.13620000000000018
Surface-JVASP-40788_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiFeTe,9.98,8.878,-1.102,0.0,0.4637,0.23950000000000005,0.22419999999999995
Surface-JVASP-40835_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiCaRh,3.989,3.638,-0.351,0.0,0.005,0.021700000000000053,-0.01670000000000005
Surface-JVASP-40842_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaNaSb,3.243,2.828,-0.415,0.0,1.5364,0.572,0.9644
Surface-JVASP-78357_miller_1_1_0_thickness_16_VASP_PBE_noDP,GaN,6.655,4.87,-1.785,0.0,4.2879,1.4131,2.8747999999999996
Surface-JVASP-40764_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZrFeTe,11.187,9.974,-1.213,0.0,0.2697,0.03100000000000014,0.23869999999999986
Surface-JVASP-34397_miller_1_1_0_thickness_16_VASP_PBE_noDP,MoSBr,6.342,5.457,-0.885,0.0,0.005,0.08729999999999999,-0.08229999999999998
Surface-JVASP-109426_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiTeRu,9.469,8.615,-0.854,0.0,0.0031,0.29179999999999984,-0.28869999999999985
Surface-JVASP-27401_miller_1_1_0_thickness_16_VASP_PBE_noDP,NbSbRu,8.224,7.855,-0.369,0.0,0.0014,0.0349999999999997,-0.0335999999999997
Surface-JVASP-116006_miller_1_1_0_thickness_16_VASP_PBE_noDP,LaOF,9.278,4.485,-4.793,0.0,6.035,0.8453999999999999,5.1896
Surface-JVASP-115436_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaSrAs,2.152,0.854,-1.298,0.0,2.5068,0.8059000000000001,1.7009
Surface-JVASP-117621_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaSe,1.696,-0.632,-2.328,0.0,3.6944,1.9406999999999999,1.7537
Surface-JVASP-118851_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaCaAs,2.795,1.104,-1.691,0.0,2.6159,1.048,1.5678999999999998
Surface-JVASP-138743_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiCuS,5.848,4.924,-0.924,0.0,0.7885,0.8900999999999999,-0.10159999999999991
Surface-JVASP-138301_miller_1_1_0_thickness_16_VASP_PBE_noDP,AgH,6.609,5.802,-0.807,0.0,0.629,0.7795,-0.15049999999999997
Surface-JVASP-149595_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnTe,3.737,2.756,-0.981,0.0,2.6424,1.4272,1.2151999999999998
Surface-JVASP-156490_miller_1_1_0_thickness_16_VASP_PBE_noDP,NbGaNi,5.913,5.688,-0.225,0.0,0.0073,0.05230000000000001,-0.04500000000000001
Surface-JVASP-90425_miller_1_0_0_thickness_16_VASP_PBE_noDP,ScAlCO,7.114,5.848,-1.266,0.0,0.7722,0.10549999999999993,0.6667000000000001
Surface-JVASP-98974_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6CoSe4,1.74,1.276,-0.464,0.0,0.0027,0.3665,-0.3638
Surface-JVASP-103280_miller_1_0_0_thickness_16_VASP_PBE_noDP,MgS,4.411,0.825,-3.586,0.0,5.8405,3.1266,2.7138999999999998
Surface-JVASP-1195_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnO,1.682,0.717,-0.965,0.0,3.7761,0.8542999999999998,2.9218
Surface-JVASP-3075_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiZnSb,5.074,4.552,-0.522,0.0,0.4787,0.0016999999999999238,0.4770000000000001
Surface-JVASP-8183_miller_1_0_0_thickness_16_VASP_PBE_noDP,AlAs,5.399,3.592,-1.807,0.0,2.8097,1.5894,1.2203
Surface-JVASP-27530_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na6ZnS4,3.152,0.916,-2.236,0.0,3.7139,1.9105999999999999,1.8033000000000003
Surface-JVASP-7671_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdSe,0.922,0.423,-0.499,0.0,2.7235,0.8956999999999999,1.8278
Surface-JVASP-31882_miller_1_0_0_thickness_16_VASP_PBE_noDP,FeN3ClO3,1.224,-0.07,-1.294,0.0,2.1901,1.3083,0.8818000000000001
Surface-JVASP-34228_miller_1_0_0_thickness_16_VASP_PBE_noDP,MgO,4.27,0.472,-3.798,0.0,5.9021,1.8855,4.0166
Surface-JVASP-50191_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na6BeO4,3.371,1.083,-2.288,0.0,2.1656,1.0568,1.1088
Surface-JVASP-56190_miller_1_0_0_thickness_16_VASP_PBE_noDP,CuI,5.404,4.107,-1.297,0.0,2.0812,0.7088,1.3723999999999998
Surface-JVASP-54821_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiI,4.827,0.274,-4.553,0.0,5.7608,3.5401999999999996,2.2206
Surface-JVASP-182_miller_1_0_0_thickness_16_VASP_PBE_noDP,SiC,10.136,7.834,-2.302,0.0,0.0004,0.01650000000000018,-0.01610000000000018
Surface-JVASP-35260_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na6ZnSe4,2.338,0.583,-1.755,0.0,3.044,1.6198000000000001,1.4242
Surface-JVASP-49211_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6CoS4,2.308,1.843,-0.465,0.0,0.0018,0.22809999999999997,-0.22629999999999997
Surface-JVASP-22618_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnS,1.806,3.945,2.139,2.139,3.9063,1.4693999999999998,2.4369
Surface-JVASP-57104_miller_1_0_0_thickness_16_VASP_PBE_noDP,ZnS,3.891,1.794,-2.097,0.0,3.8185,0.13789999999999997,3.6805999999999996
Surface-JVASP-49235_miller_1_0_0_thickness_16_VASP_PBE_noDP,Na3Ca3AlAs4,3.544,2.588,-0.956,0.0,2.0698,0.7211,1.3487
Surface-JVASP-55253_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6MnSe4,2.02,0.795,-1.225,0.0,0.0025,0.9116,-0.9091
Surface-JVASP-142134_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6ZnSe4,1.594,0.025,-1.569,0.0,3.3427,1.4504,1.8922999999999999
Surface-JVASP-134136_miller_1_0_0_thickness_16_VASP_PBE_noDP,BeSe,6.1,2.726,-3.374,0.0,3.8749,1.4906,2.3842999999999996
Surface-JVASP-151876_miller_1_0_0_thickness_16_VASP_PBE_noDP,AlPO4,3.725,-1.441,-5.166,0.0,7.5811,0.09079999999999977,7.4903
Surface-JVASP-1372_miller_1_1_0_thickness_16_VASP_PBE_noDP,AlAs,5.176,3.495,-1.681,0.0,2.6808,1.1611,1.5197
Surface-JVASP-7671_miller_1_1_0_thickness_16_VASP_PBE_noDP,CdSe,0.922,0.423,-0.499,0.0,3.1448,1.4281,1.7167000000000001
Surface-JVASP-7923_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnO,1.599,0.728,-0.871,0.0,3.7974,1.0607,2.7367
Surface-JVASP-8158_miller_0_0_1_thickness_16_VASP_PBE_noDP,SiC,9.408,7.788,-1.62,0.0,0.0051,0.006299999999999972,-0.001199999999999972
Surface-JVASP-8185_miller_1_1_0_thickness_16_VASP_PBE_noDP,GaAs,3.604,3.506,-0.098,0.0,2.8327,1.2628,1.5699
Surface-JVASP-890_miller_1_1_0_thickness_16_VASP_PBE_noDP,Ge,4.28,4.363,0.083,0.083,0.0934,0.009599999999999997,0.0838
Surface-JVASP-8158_miller_0_0_1_thickness_16_VASP_PBE,SiC,9.408,7.788,-1.62,0.0,0.0011,0.04139999999999988,-0.040299999999999885
Surface-JVASP-8185_miller_1_1_0_thickness_16_VASP_PBE,GaAs,3.604,3.506,-0.098,0.0,2.8225,1.2765,1.5459999999999998
Surface-JVASP-890_miller_1_1_0_thickness_16_VASP_PBE,Ge,4.28,4.363,0.083,0.083,0.0029,0.007500000000000007,-0.004600000000000007
Surface-JVASP-1192_miller_0_0_1_thickness_16_VASP_PBE_noDP,CdSe,0.871,0.416,-0.455,0.0,1.1953,0.007700000000000262,1.1875999999999998
Surface-JVASP-1408_miller_0_0_1_thickness_16_VASP_PBE_noDP,AlSb,5.611,4.289,-1.322,0.0,0.8694,0.0044000000000000705,0.8649999999999999
Surface-JVASP-23_miller_1_1_0_thickness_16_VASP_PBE_noDP,CdTe,2.253,1.755,-0.498,0.0,2.6094,0.9639,1.6455
Surface-JVASP-36119_miller_1_1_0_thickness_16_VASP_PBE_noDP,InAs,3.822,3.822,0.0,0.0,2.0935,0.8921000000000001,1.2014
Surface-JVASP-36123_miller_1_1_0_thickness_16_VASP_PBE_noDP,InSb,4.414,4.414,0.0,0.0,2.4191,0.8521000000000001,1.5669999999999997
Surface-JVASP-7671_miller_1_1_0_thickness_16_VASP_PBE,CdSe,0.922,0.423,-0.499,0.0,3.1406,1.4272999999999998,1.7133000000000003
Surface-JVASP-7923_miller_1_1_0_thickness_16_VASP_PBE,ZnO,1.599,0.728,-0.871,0.0,3.6057,0.976,2.6297
Surface-JVASP-943_miller_1_1_1_thickness_16_VASP_R2SCAN,Ni,6.682,8.108,1.426,1.426,0.0005,0.0030999999999999917,-0.0025999999999999916
Surface-JVASP-867_miller_1_1_0_thickness_16_VASP_R2SCAN,Cu,4.358,12.889,8.531,8.531,0.0148,0.007800000000000029,0.0069999999999999715
Surface-JVASP-816_miller_0_0_1_thickness_16_VASP_R2SCAN,Al,3.468,20.232,16.764,16.764,0.0052,0.012599999999999945,-0.007399999999999945
Surface-JVASP-1029_miller_1_1_1_thickness_16_VASP_R2SCAN,Ti,5.807,6.174,0.367,0.367,0.0017,0.0003999999999999976,0.0013000000000000023
Surface-JVASP-963_miller_1_1_0_thickness_16_VASP_R2SCAN,Pd,7.917,9.431,1.514,1.514,0.0012,0.00039999999999995595,0.000800000000000044
Surface-JVASP-8158_miller_1_1_0_thickness_16_VASP_R2SCAN,SiC,9.408,7.788,-1.62,0.0,1.1948,0.4014,0.7934000000000001
Surface-JVASP-919_miller_0_0_1_thickness_16_VASP_R2SCAN,Mg,1.108,3.45,2.342,2.342,0.0134,0.008599999999999997,0.004800000000000004
Surface-JVASP-39_miller_0_0_1_thickness_16_VASP_R2SCAN,AlN,10.306,5.832,-4.474,0.0,2.7038,0.008700000000000152,2.6951
Surface-JVASP-62940_miller_1_1_0_thickness_16_VASP_R2SCAN,BN,6.564,2.104,-4.46,0.0,4.0601,3.7324,0.3277000000000001
Surface-JVASP-1195_miller_1_1_0_thickness_16_VASP_R2SCAN,ZnO,1.682,0.717,-0.965,0.0,4.3611,1.2323,3.1288000000000005
Surface-JVASP-1312_miller_0_0_1_thickness_16_VASP_R2SCAN,BP,8.701,7.186,-1.515,0.0,0.0003,0.025700000000000056,-0.025400000000000054
Surface-JVASP-36873_miller_1_1_0_thickness_16_VASP_R2SCAN,BSb,8.111,7.166,-0.945,0.0,1.1069,0.3357000000000001,0.7711999999999999
Surface-JVASP-1372_miller_1_1_0_thickness_16_VASP_R2SCAN,AlAs,5.176,3.495,-1.681,0.0,2.6751,1.1836,1.4915
Surface-JVASP-1174_miller_1_1_1_thickness_16_VASP_R2SCAN,GaAs,3.492,3.407,-0.085,0.0,0.0028,0.005600000000000049,-0.0028000000000000494
Surface-JVASP-1183_miller_1_1_0_thickness_16_VASP_R2SCAN,InP,4.918,4.588,-0.33,0.0,2.8349,0.8698,1.9651
Surface-JVASP-8118_miller_0_0_1_thickness_16_VASP_R2SCAN,SiC,10.545,7.927,-2.618,0.0,0.1535,0.052000000000000046,0.10149999999999995
Surface-JVASP-36408_miller_1_1_0_thickness_16_VASP_R2SCAN,SnC,8.324,7.576,-0.748,0.0,1.9266,0.5093000000000001,1.4173
Surface-JVASP-1008_miller_1_1_0_thickness_16_VASP_R2SCAN,Sn,4.62,4.93,0.31,0.31,0.0014,0.007299999999999973,-0.005899999999999973
Surface-JVASP-1073_miller_1_1_0_thickness_16_VASP_PBE,SiGe,5.594,5.191,-0.403,0.0,0.2059,0.0398,0.1661
Surface-JVASP-1183_miller_0_0_1_thickness_16_VASP_PBE,InP,4.918,4.588,-0.33,0.0,1.3405,0.011200000000000043,1.3293
Surface-JVASP-1327_miller_1_0_0_thickness_16_VASP_PBE,AlP,6.054,4.26,-1.794,0.0,1.2543,0.03270000000000006,1.2216
Surface-JVASP-22685_miller_1_1_0_thickness_16_VASP_PBE,CdTe,1.776,2.302,0.526,0.526,3.7943,1.4832999999999998,2.311
Surface-JVASP-35711_miller_1_1_0_thickness_16_VASP_PBE,GaSb,4.454,4.453,-0.001,0.0,1.6037,0.9395999999999999,0.6641
Surface-JVASP-36204_miller_1_1_0_thickness_16_VASP_PBE,BP,8.847,7.47,-1.377,0.0,2.1605,1.1703999999999999,0.9901
Surface-JVASP-858_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Co,9.212,11.468,2.256,2.256,0.0003,0.0036000000000000476,-0.0033000000000000477
Surface-JVASP-919_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Mg,1.108,3.45,2.342,2.342,0.0252,0.008700000000000041,0.01649999999999996
Surface-JVASP-858_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Co,9.212,11.468,2.256,2.256,0.0005,0.0026999999999999247,-0.0021999999999999247
Surface-JVASP-919_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Mg,1.108,3.45,2.342,2.342,0.0251,0.0024000000000000132,0.022699999999999988
Surface-JVASP-895_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,I,3.494,2.579,-0.915,0.0,0.008,0.20240000000000002,-0.19440000000000002
Surface-JVASP-919_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Mg,1.108,3.45,2.342,2.342,0.0203,9.99999999999994e-05,0.0202
Surface-JVASP-993_miller_1_1_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Sb,6.324,6.465,0.141,0.141,0.0033,0.007499999999999951,-0.004199999999999951
Surface-JVASP-931_miller_1_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Na,-1.901,2.451,4.352,4.352,0.0005,0.0020999999999999908,-0.0015999999999999908
Surface-JVASP-1002_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Si,6.19,5.459,-0.731,0.0,0.0018,0.015200000000000102,-0.013400000000000103
Surface-JVASP-1029_miller_1_1_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Ti,5.807,6.174,0.367,0.367,0.0007,0.0010000000000000009,-0.0003000000000000009
Surface-JVASP-1056_miller_0_0_1_x1015_thickness_16_VASP_R2SCAN_R2SCAN,Zn,-0.797,4.632,5.429,5.429,0.0076,0.022299999999999986,-0.014699999999999987
Surface-JVASP-14837_miller_1_0_0_x1015_thickness_16_VASP_R2SCAN_R2SCAN,V,4.618,9.431,4.813,4.813,0.0017,0.0034000000000000696,-0.0017000000000000697
Surface-JVASP-10591_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnS,3.899,1.796,-2.103,0.0,4.0901,1.7285,2.3615999999999997
Surface-JVASP-1177_miller_0_0_1_thickness_16_VASP_PBE_noDP,GaSb,4.35,4.35,0.0,0.0,0.0111,0.005099999999999993,0.006000000000000007
Surface-JVASP-96_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnSe,2.426,1.202,-1.224,0.0,3.7839,1.5267000000000002,2.2572
Surface-JVASP-105410_miller_1_1_0_thickness_16_VASP_PBE_noDP,SiGe,5.714,5.02,-0.694,0.0,0.4169,0.027000000000000003,0.38989999999999997
Surface-JVASP-1177_miller_1_1_0_thickness_16_VASP_PBE_noDP,GaSb,4.35,4.35,0.0,0.0,0.6472,0.07669999999999999,0.5705
Surface-JVASP-66567_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaZnTe,2.637,1.014,-1.623,0.0,1.5256,1.1642000000000001,0.36139999999999994
Surface-JVASP-92236_miller_1_1_0_thickness_16_VASP_PBE_noDP,CuI,5.23,3.994,-1.236,0.0,2.0825,1.4335,0.649
Surface-JVASP-1327_miller_1_1_0_thickness_16_VASP_PBE_noDP,AlP,6.054,4.26,-1.794,0.0,2.7641,1.4426999999999999,1.3214000000000001
Surface-JVASP-1183_miller_1_1_0_thickness_16_VASP_PBE_noDP,InP,4.918,4.588,-0.33,0.0,2.8341,0.879,1.9550999999999998
Surface-JVASP-1636_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiZnAs,3.392,2.851,-0.541,0.0,1.7461,0.6232,1.1229
Surface-JVASP-102056_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZrSbRh,10.218,9.051,-1.167,0.0,0.468,0.12170000000000014,0.3462999999999999
Surface-JVASP-101739_miller_1_1_0_thickness_16_VASP_PBE_noDP,CaHF,4.968,0.252,-4.716,0.0,5.7101,2.7060000000000004,3.0040999999999993
Surface-JVASP-1684_miller_1_1_0_thickness_16_VASP_PBE_noDP,NbFeSb,8.66,7.911,-0.749,0.0,0.1599,0.020299999999999763,0.13960000000000022
Surface-JVASP-1198_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnTe,3.797,2.741,-1.056,0.0,2.6486,1.4288,1.2198
Surface-JVASP-1702_miller_1_1_0_thickness_16_VASP_PBE,ZnS,3.883,1.796,-2.087,0.0,4.0312,2.1988000000000003,1.8323999999999998
Surface-JVASP-22736_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaCaAs,1.096,2.891,1.795,1.795,2.6155,1.0475,1.5679999999999998
Surface-JVASP-7772_miller_1_1_0_thickness_16_VASP_PBE_noDP,YN,4.228,1.995,-2.233,0.0,2.9666,0.7904,2.1762
Surface-JVASP-8158_miller_1_1_0_thickness_16_VASP_PBE_noDP,SiC,9.408,7.788,-1.62,0.0,1.1944,0.41290000000000004,0.7814999999999999
Surface-JVASP-7715_miller_1_1_0_thickness_16_VASP_PBE_noDP,YNiSb,6.684,6.41,-0.274,0.0,0.0232,0.09130000000000016,-0.06810000000000016
Surface-JVASP-8750_miller_1_1_0_thickness_16_VASP_PBE_noDP,VSbRu,8.54,8.15,-0.39,0.0,0.0005,0.08510000000000018,-0.08460000000000018
Surface-JVASP-78748_miller_1_1_0_thickness_16_VASP_PBE_noDP,NaLiTe,3.587,1.516,-2.071,0.0,3.4057,2.033,1.3727
Surface-JVASP-78738_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiNiSn,7.824,7.362,-0.462,0.0,0.0023,0.06099999999999994,-0.05869999999999995
Surface-JVASP-36165_miller_1_1_0_thickness_16_VASP_PBE_noDP,CaSe,2.851,-0.45,-3.301,0.0,5.0815,2.3809,2.7006
Surface-JVASP-40772_miller_1_1_0_thickness_16_VASP_PBE_noDP,YNiP,6.339,5.759,-0.58,0.0,0.062,0.1049,-0.042899999999999994
Surface-JVASP-40778_miller_1_1_0_thickness_16_VASP_PBE_noDP,SrTePd,5.434,5.306,-0.128,0.0,0.0802,0.05810000000000004,0.022099999999999953
Surface-JVASP-40790_miller_1_1_0_thickness_16_VASP_PBE_noDP,ScNiP,7.328,6.752,-0.576,0.0,0.5456,0.123,0.4226
Surface-JVASP-40797_miller_1_1_0_thickness_16_VASP_PBE_noDP,TiSnPd,8.125,7.598,-0.527,0.0,0.0003,0.014100000000000001,-0.013800000000000002
Surface-JVASP-56856_miller_1_1_0_thickness_16_VASP_PBE_noDP,VFeSb,8.844,8.329,-0.515,0.0,0.1825,0.05690000000000017,0.12559999999999982
Surface-JVASP-79540_miller_1_1_0_thickness_16_VASP_PBE_noDP,Ti2MnGa,7.505,7.296,-0.209,0.0,0.0024,0.02410000000000001,-0.02170000000000001
Surface-JVASP-40766_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZrFeSe,9.513,9.119,-0.394,0.0,0.4058,0.03359999999999985,0.37220000000000014
Surface-JVASP-7629_miller_1_1_0_thickness_16_VASP_PBE_noDP,SnS,3.502,3.131,-0.371,0.0,1.6633,1.0821999999999998,0.5811000000000002
Surface-JVASP-31185_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiMgN,5.412,2.626,-2.786,0.0,2.7414,1.4635,1.2779
Surface-JVASP-110652_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaBrCl,4.159,-0.717,-4.876,0.0,5.6037,4.1722,1.4314999999999998
Surface-JVASP-116272_miller_1_1_0_thickness_16_VASP_PBE_noDP,LiH,2.903,-1.863,-4.766,0.0,3.6469,2.3944,1.2525
Surface-JVASP-115607_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaTePd,4.794,4.418,-0.376,0.0,0.1245,0.17930000000000001,-0.054800000000000015
Surface-JVASP-120123_miller_1_1_0_thickness_16_VASP_PBE_noDP,AlAs,5.082,3.515,-1.567,0.0,2.6761,1.1856,1.4905
Surface-JVASP-133843_miller_1_1_0_thickness_16_VASP_PBE_noDP,BSb,7.991,7.161,-0.83,0.0,1.1003,0.25529999999999986,0.8450000000000002
Surface-JVASP-134415_miller_1_1_0_thickness_16_VASP_PBE_noDP,CaTe,3.499,0.478,-3.021,0.0,4.1976,2.3272,1.8704000000000005
Surface-JVASP-138309_miller_1_1_0_thickness_16_VASP_PBE_noDP,AgH,6.618,5.75,-0.868,0.0,0.6245,0.7985,-0.17399999999999993
Surface-JVASP-149059_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnSO4,1.455,-2.86,-4.315,0.0,0.9135,0.053300000000000125,0.8601999999999999
Surface-JVASP-5485_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdI2,3.709,1.59,-2.119,0.0,5.2859,2.1367000000000003,3.1491999999999996
Surface-JVASP-88080_miller_1_0_0_thickness_16_VASP_PBE_noDP,Ba4Br6O,4.499,0.087,-4.412,0.0,5.3701,3.9957,1.3744
Surface-JVASP-96805_miller_1_0_0_thickness_16_VASP_PBE_noDP,La4S3NCl3,8.194,5.159,-3.035,0.0,3.5656,2.8367,0.7288999999999999
Surface-JVASP-104777_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiSnN,6.339,5.268,-1.071,0.0,0.0031,0.3537999999999999,-0.3506999999999999
Surface-JVASP-107458_miller_1_0_0_thickness_16_VASP_PBE_noDP,LiCl,4.766,-1.216,-5.982,0.0,7.3395,1.5505999999999998,5.7889
Surface-JVASP-49361_miller_1_0_0_thickness_16_VASP_PBE_noDP,K6CdTe4,2.296,0.779,-1.517,0.0,3.3505,1.4561,1.8943999999999999
Surface-JVASP-8184_miller_1_0_0_thickness_16_VASP_PBE_noDP,GaP,5.657,4.395,-1.262,0.0,2.7683,1.3618999999999999,1.4064
Surface-JVASP-8603_miller_1_0_0_thickness_16_VASP_PBE_noDP,CuH,5.997,5.321,-0.676,0.0,0.0054,0.14500000000000002,-0.13960000000000003
Surface-JVASP-8561_miller_1_0_0_thickness_16_VASP_PBE_noDP,AgI,3.859,2.575,-1.284,0.0,3.1263,1.4765,1.6498000000000002
Surface-JVASP-57476_miller_1_0_0_thickness_16_VASP_PBE_noDP,CuCSN,4.297,2.226,-2.071,0.0,2.2214,0.337,1.8844
Surface-JVASP-79204_miller_1_0_0_thickness_16_VASP_PBE_noDP,BN,12.674,7.243,-5.431,0.0,3.3615,3.9504,-0.5889000000000002
Surface-JVASP-79624_miller_1_0_0_thickness_16_VASP_PBE_noDP,GaP,5.658,4.395,-1.263,0.0,2.7679,1.3618999999999999,1.4060000000000001
